time, est_x, est_y, est_theta, sigma_x, sigma_y,sigma_theta,
323.68, -0.213358, 1.35332, 2.41589, 9.25215, 66.0271, 4.01657, 
323.712, -0.214188, 1.35405, 2.41513, 9.25579, 66.0521, 4.0172, 
323.744, -0.215016, 1.35479, 2.41296, 9.25943, 66.077, 4.01782, 
323.776, -0.215842, 1.35553, 2.41022, 9.26308, 66.1018, 4.01845, 
323.808, -0.216666, 1.35627, 2.40777, 9.26674, 66.1266, 4.01907, 
323.84, -0.217489, 1.35702, 2.40554, 9.27041, 66.1514, 4.0197, 
323.872, -0.21831, 1.35776, 2.40288, 9.27408, 66.1761, 4.02032, 
323.904, -0.219129, 1.35851, 2.4018, 9.27777, 66.2008, 4.02095, 
323.936, -0.219947, 1.35926, 2.39904, 9.28145, 66.2254, 4.02157, 
323.968, -0.220763, 1.36001, 2.39659, 9.28515, 66.25, 4.0222, 
324, -0.221577, 1.36076, 2.3951, 9.28885, 66.2746, 4.02282, 
324.032, -0.22239, 1.36152, 2.39198, 9.29257, 66.2991, 4.02345, 
324.064, -0.223201, 1.36227, 2.39068, 9.29628, 66.3236, 4.02407, 
324.096, -0.224011, 1.36303, 2.38776, 9.30001, 66.3481, 4.0247, 
324.128, -0.224818, 1.36379, 2.38493, 9.30375, 66.3725, 4.02532, 
324.16, -0.225623, 1.36455, 2.38212, 9.30749, 66.3968, 4.02595, 
324.192, -0.226427, 1.36532, 2.38003, 9.31124, 66.4211, 4.02657, 
324.224, -0.227228, 1.36608, 2.37786, 9.315, 66.4454, 4.0272, 
324.256, -0.228029, 1.36685, 2.377, 9.31876, 66.4696, 4.02782, 
324.288, -0.228829, 1.36762, 2.37603, 9.32253, 66.4938, 4.02845, 
324.32, -0.229628, 1.36839, 2.37507, 9.32631, 66.518, 4.02907, 
324.352, -0.230425, 1.36916, 2.37244, 9.3301, 66.5422, 4.0297, 
324.384, -0.231221, 1.36993, 2.37106, 9.33389, 66.5663, 4.03032, 
324.416, -0.232016, 1.3707, 2.36789, 9.33769, 66.5904, 4.03095, 
324.448, -0.232808, 1.37148, 2.36565, 9.34149, 66.6145, 4.03157, 
324.48, -0.233598, 1.37225, 2.36278, 9.34531, 66.6385, 4.0322, 
324.512, -0.234387, 1.37303, 2.36111, 9.34913, 66.6624, 4.03282, 
324.544, -0.235174, 1.37381, 2.35845, 9.35297, 66.6863, 4.03345, 
324.576, -0.235959, 1.3746, 2.3565, 9.35681, 66.7102, 4.03407, 
324.608, -0.236743, 1.37538, 2.35515, 9.36065, 66.734, 4.0347, 
324.64, -0.237524, 1.37617, 2.35114, 9.36451, 66.7578, 4.03532, 
324.672, -0.238303, 1.37696, 2.34782, 9.36837, 66.7815, 4.03595, 
324.704, -0.23908, 1.37775, 2.34676, 9.37225, 66.8052, 4.03657, 
324.736, -0.239856, 1.37854, 2.34552, 9.37613, 66.8288, 4.0372, 
324.768, -0.240631, 1.37933, 2.34387, 9.38002, 66.8524, 4.03782, 
324.8, -0.241405, 1.38013, 2.3415, 9.38391, 66.876, 4.03845, 
324.832, -0.242176, 1.38092, 2.3399, 9.38781, 66.8996, 4.03907, 
324.864, -0.242947, 1.38172, 2.3379, 9.39173, 66.9231, 4.0397, 
324.896, -0.243716, 1.38252, 2.33617, 9.39564, 66.9465, 4.04032, 
324.928, -0.244483, 1.38332, 2.33496, 9.39957, 66.97, 4.04095, 
324.96, -0.24525, 1.38412, 2.3331, 9.4035, 66.9934, 4.04157, 
324.992, -0.246014, 1.38493, 2.33018, 9.40744, 67.0168, 4.0422, 
325.024, -0.246777, 1.38573, 2.32771, 9.41139, 67.0401, 4.04282, 
325.056, -0.247537, 1.38654, 2.32537, 9.41535, 67.0633, 4.04345, 
325.088, -0.248296, 1.38735, 2.32279, 9.41932, 67.0866, 4.04407, 
325.12, -0.249052, 1.38816, 2.32073, 9.4233, 67.1097, 4.0447, 
325.152, -0.249807, 1.38897, 2.31958, 9.42728, 67.1329, 4.04532, 
325.184, -0.250561, 1.38978, 2.31667, 9.43127, 67.156, 4.04595, 
325.216, -0.251313, 1.3906, 2.31649, 9.43527, 67.179, 4.04657, 
325.248, -0.252065, 1.39141, 2.31426, 9.43927, 67.2021, 4.0472, 
325.28, -0.252815, 1.39223, 2.31245, 9.44329, 67.2251, 4.04782, 
325.312, -0.253563, 1.39305, 2.31165, 9.44731, 67.2481, 4.04845, 
325.344, -0.254311, 1.39386, 2.31058, 9.45134, 67.271, 4.04907, 
325.376, -0.255058, 1.39468, 2.30947, 9.45537, 67.294, 4.0497, 
325.408, -0.255804, 1.39551, 2.30692, 9.45942, 67.3169, 4.05032, 
325.44, -0.256547, 1.39633, 2.30521, 9.46347, 67.3397, 4.05095, 
325.472, -0.25729, 1.39715, 2.30329, 9.46753, 67.3626, 4.05157, 
325.504, -0.25803, 1.39798, 2.30114, 9.4716, 67.3854, 4.0522, 
325.536, -0.258769, 1.3988, 2.29812, 9.47567, 67.4081, 4.05282, 
325.568, -0.259505, 1.39963, 2.29566, 9.47976, 67.4308, 4.05345, 
325.6, -0.26024, 1.40046, 2.29485, 9.48385, 67.4534, 4.05407, 
325.632, -0.260974, 1.40129, 2.29341, 9.48796, 67.476, 4.0547, 
325.664, -0.261706, 1.40213, 2.292, 9.49207, 67.4986, 4.05532, 
325.696, -0.262438, 1.40296, 2.28978, 9.49618, 67.5212, 4.05595, 
325.728, -0.263167, 1.4038, 2.28754, 9.50031, 67.5437, 4.05657, 
325.76, -0.263894, 1.40463, 2.28534, 9.50444, 67.5661, 4.0572, 
325.792, -0.264619, 1.40547, 2.28152, 9.50859, 67.5885, 4.05782, 
325.824, -0.265341, 1.40631, 2.27827, 9.51274, 67.6109, 4.05845, 
325.856, -0.266062, 1.40716, 2.27698, 9.51691, 67.6331, 4.05907, 
325.888, -0.26678, 1.408, 2.27437, 9.52108, 67.6554, 4.0597, 
325.92, -0.267497, 1.40885, 2.27302, 9.52527, 67.6776, 4.06032, 
325.952, -0.268212, 1.40969, 2.27143, 9.52946, 67.6997, 4.06095, 
325.984, -0.268926, 1.41054, 2.26969, 9.53365, 67.7218, 4.06157, 
326.016, -0.269639, 1.41139, 2.26767, 9.53786, 67.7439, 4.0622, 
326.048, -0.270349, 1.41224, 2.26512, 9.54208, 67.766, 4.06282, 
326.08, -0.271058, 1.41309, 2.26332, 9.5463, 67.7879, 4.06345, 
326.112, -0.271766, 1.41395, 2.26184, 9.55053, 67.8099, 4.06407, 
326.144, -0.272472, 1.4148, 2.26078, 9.55478, 67.8318, 4.0647, 
326.176, -0.273177, 1.41566, 2.26003, 9.55902, 67.8537, 4.06532, 
326.208, -0.273882, 1.41652, 2.25837, 9.56328, 67.8756, 4.06595, 
