time, est_x, est_y, est_theta, sigma_x, sigma_y,sigma_theta,
200.768, 4.61824, 1.21, 3.14112, 0.00288157, 0.00289015, 2.75941, 
200.8, 4.61676, 1.21, 3.13948, 0.00538157, 0.00541057, 2.76003, 
200.832, 4.61528, 1.21001, 3.13964, 0.00788157, 0.00794306, 2.76066, 
200.864, 4.61971, 1.21, 3.14159, 0.00038157, 0.000381793, 2.72758, 
200.896, 4.61824, 1.21, -3.14155, 0.00288157, 0.00289006, 2.7282, 
200.928, 4.61676, 1.21, 3.14095, 0.00538157, 0.00541025, 2.72883, 
200.96, 4.61528, 1.21, -3.14017, 0.00788157, 0.00794236, 2.72945, 
200.992, 4.61971, 1.21, -3.14159, 0.00038157, 0.00038179, 2.69712, 
201.024, 4.61824, 1.21, -3.14144, 0.00288157, 0.00288996, 2.69774, 
201.056, 4.61676, 1.21, 3.14071, 0.00538157, 0.00540992, 2.69837, 
201.088, 4.61528, 1.21, 3.14013, 0.00788157, 0.00794168, 2.69899, 
201.12, 4.61971, 1.21, 3.14159, 0.00038157, 0.000381788, 2.66738, 
201.152, 4.61824, 1.21, 3.14132, 0.00288157, 0.00288987, 2.668, 
201.184, 4.61676, 1.21, 3.14059, 0.00538157, 0.00540961, 2.66863, 
201.216, 4.61528, 1.21, 3.14104, 0.00788157, 0.00794102, 2.66925, 
201.248, 4.61971, 1.21, 3.14159, 0.00038157, 0.000381785, 2.63833, 
201.28, 4.61824, 1.21, 3.14076, 0.00288157, 0.00288978, 2.63895, 
201.312, 4.61676, 1.21, 3.14085, 0.00538157, 0.00540931, 2.63958, 
201.344, 4.61528, 1.21, 3.13992, 0.00788157, 0.00794037, 2.6402, 
201.376, 4.61971, 1.21, 3.14159, 0.00038157, 0.000381783, 2.60995, 
201.408, 4.61824, 1.21, -3.14092, 0.00288157, 0.00288969, 2.61058, 
201.44, 4.61676, 1.21, -3.14098, 0.00538157, 0.00540901, 2.6112, 
201.472, 4.61528, 1.21, -3.14132, 0.00788157, 0.00793974, 2.61183, 
201.504, 4.61971, 1.21, -3.14159, 0.00038157, 0.000381781, 2.58222, 
201.536, 4.61824, 1.21, 3.14069, 0.00288157, 0.0028896, 2.58285, 
201.568, 4.61676, 1.21, 3.14139, 0.00538157, 0.00540872, 2.58347, 
201.6, 4.61528, 1.21, 3.14063, 0.00788157, 0.00793912, 2.5841, 
201.632, 4.61971, 1.21, 3.14159, 0.00038157, 0.000381778, 2.55512, 
201.664, 4.61824, 1.21, 3.13917, 0.00288157, 0.00288952, 2.55575, 
201.696, 4.61676, 1.21001, 3.13975, 0.00538157, 0.00540843, 2.55637, 
201.728, 4.61528, 1.21001, 3.14057, 0.00788157, 0.00793852, 2.557, 
201.76, 4.61971, 1.21, 3.14159, 0.00038157, 0.000381776, 2.52863, 
201.792, 4.61824, 1.21, -3.13962, 0.00288157, 0.00288944, 2.52925, 
201.824, 4.61676, 1.21, 3.14134, 0.00538157, 0.00540815, 2.52988, 
201.856, 4.61528, 1.21, 3.14093, 0.00788157, 0.00793793, 2.5305, 
201.888, 4.61971, 1.21, 3.14159, 0.00038157, 0.000381774, 2.50272, 
201.92, 4.61824, 1.21, -3.14109, 0.00288157, 0.00288936, 2.50334, 
201.952, 4.61676, 1.21, -3.14049, 0.00538157, 0.00540788, 2.50397, 
201.984, 4.61528, 1.21, -3.13991, 0.00788157, 0.00793735, 2.50459, 
202.016, 4.61971, 1.21, -3.14159, 0.00038157, 0.000381772, 2.47738, 
202.048, 4.61824, 1.21, -3.14075, 0.00288157, 0.00288928, 2.478, 
202.08, 4.61676, 1.21, -3.14128, 0.00538157, 0.00540761, 2.47863, 
202.112, 4.61528, 1.21, -3.13978, 0.00788157, 0.00793678, 2.47925, 
202.144, 4.61971, 1.21, -3.14159, 0.00038157, 0.00038177, 2.45258, 
202.176, 4.61824, 1.21, 3.14156, 0.00288157, 0.0028892, 2.45321, 
202.208, 4.61676, 1.21, -3.14141, 0.00538157, 0.00540735, 2.45383, 
202.24, 4.61528, 1.21, -3.14143, 0.00788157, 0.00793623, 2.45446, 
202.272, 4.61971, 1.21, -3.14159, 0.00038157, 0.000381768, 2.42833, 
202.304, 4.61824, 1.21, -3.14138, 0.00288157, 0.00288913, 2.42895, 
202.336, 4.61676, 1.21, -3.141, 0.00538157, 0.0054071, 2.42958, 
202.368, 4.61528, 1.21, -3.14081, 0.00788157, 0.00793569, 2.4302, 
202.4, 4.61971, 1.21, 3.14159, 0.00038157, 0.000381766, 2.40458, 
202.432, 4.61824, 1.21, -3.14103, 0.00288157, 0.00288905, 2.40521, 
202.464, 4.61676, 1.21, -3.14037, 0.00538157, 0.00540685, 2.40583, 
202.496, 4.61528, 1.21, -3.14036, 0.00788157, 0.00793516, 2.40646, 
202.528, 4.61971, 1.21, -3.14159, 0.00038157, 0.000381764, 2.38134, 
202.56, 4.61824, 1.21, 3.13954, 0.00288157, 0.00288898, 2.38196, 
202.592, 4.61676, 1.21, 3.13953, 0.00538157, 0.00540661, 2.38259, 
202.624, 4.61528, 1.21001, 3.14018, 0.00788157, 0.00793464, 2.38321, 
202.656, 4.61971, 1.21, 3.14159, 0.00038157, 0.000381762, 2.35858, 
202.688, 4.61824, 1.21, -3.14058, 0.00288157, 0.00288891, 2.35921, 
202.72, 4.61676, 1.21, -3.13992, 0.00538157, 0.00540637, 2.35983, 
202.752, 4.61528, 1.21, -3.13978, 0.00788157, 0.00793414, 2.36046, 
202.784, 4.61971, 1.21, -3.14159, 0.00038157, 0.000381761, 2.33629, 
202.816, 4.61824, 1.21, 3.13983, 0.00288157, 0.00288884, 2.33692, 
202.848, 4.61676, 1.21, 3.13946, 0.00538157, 0.00540613, 2.33754, 
202.88, 4.61528, 1.21001, 3.13918, 0.00788157, 0.00793364, 2.33817, 
202.912, 4.61971, 1.21, 3.14159, 0.00038157, 0.000381759, 2.31446, 
202.944, 4.61824, 1.21, 3.14123, 0.00288157, 0.00288877, 2.31509, 
202.976, 4.61676, 1.21, 3.14012, 0.00538157, 0.0054059, 2.31571, 
203.008, 4.61528, 1.21, 3.14069, 0.00788157, 0.00793315, 2.31634, 
203.04, 4.61971, 1.21, 3.14159, 0.00038157, 0.000381757, 2.29307, 
203.072, 4.61824, 1.21, -3.14148, 0.00288157, 0.0028887, 2.2937, 
203.104, 4.61676, 1.21, 3.14014, 0.00538157, 0.00540568, 2.29432, 
203.136, 4.61528, 1.21, -3.14131, 0.00788157, 0.00793268, 2.29495, 
203.168, 4.61971, 1.21, -3.14159, 0.00038157, 0.000381755, 2.27211, 
203.2, 4.61824, 1.21, -3.14145, 0.00288157, 0.00288864, 2.27274, 
203.232, 4.61676, 1.21, -3.14141, 0.00538157, 0.00540546, 2.27336, 
203.264, 4.61528, 1.21, 3.14151, 0.00788157, 0.00793221, 2.27399, 
203.296, 4.61971, 1.21, -3.14159, 0.00038157, 0.000381754, 2.25157, 
203.328, 4.61824, 1.21, 3.14074, 0.00288157, 0.00288858, 2.2522, 
203.36, 4.61676, 1.21, 3.14125, 0.00538157, 0.00540524, 2.25282, 
203.392, 4.61528, 1.21, 3.13995, 0.00788157, 0.00793175, 2.25345, 
203.424, 4.61971, 1.21, 3.14159, 0.00038157, 0.000381752, 2.23144, 
203.456, 4.61824, 1.21, -3.14119, 0.00288157, 0.00288851, 2.23206, 
203.488, 4.61676, 1.21, -3.14104, 0.00538157, 0.00540503, 2.23269, 
203.52, 4.61528, 1.21, 3.14155, 0.00788157, 0.0079313, 2.23331, 
203.552, 4.61971, 1.21, -3.14159, 0.00038157, 0.00038175, 2.21169, 
203.584, 4.61824, 1.21, -3.14156, 0.00288157, 0.00288845, 2.21232, 
203.616, 4.61676, 1.21, -3.14157, 0.00538157, 0.00540482, 2.21294, 
203.648, 4.61528, 1.21, -3.14051, 0.00788157, 0.00793086, 2.21357, 
203.68, 4.61971, 1.21, -3.14159, 0.00038157, 0.000381749, 2.19233, 
203.712, 4.61824, 1.21, 3.14137, 0.00288157, 0.00288839, 2.19296, 
203.744, 4.61676, 1.21, 3.14138, 0.00538157, 0.00540462, 2.19358, 
203.776, 4.61528, 1.21, -3.14149, 0.00788157, 0.00793043, 2.19421, 
203.808, 4.61971, 1.21, -3.14159, 0.00038157, 0.000381747, 2.17335, 
203.84, 4.61824, 1.21, -3.14071, 0.00288157, 0.00288833, 2.17397, 
203.872, 4.61676, 1.21, -3.14073, 0.00538157, 0.00540442, 2.1746, 
203.904, 4.61528, 1.21, -3.13948, 0.00788157, 0.00793001, 2.17522, 
203.936, 4.61971, 1.21, -3.14159, 0.00038157, 0.000381746, 2.15472, 
203.968, 4.61824, 1.21, -3.14109, 0.00288157, 0.00288827, 2.15535, 
204, 4.61676, 1.21, -3.14097, 0.00538157, 0.00540422, 2.15597, 
204.032, 4.61528, 1.21, 3.14123, 0.00788157, 0.00792959, 2.1566, 
204.064, 4.61971, 1.21, 3.14159, 0.00038157, 0.000381744, 2.13645, 
204.096, 4.61824, 1.21, 3.14151, 0.00288157, 0.00288822, 2.13707, 
204.128, 4.61676, 1.21, -3.14126, 0.00538157, 0.00540403, 2.1377, 
204.16, 4.61528, 1.21, -3.14077, 0.00788157, 0.00792919, 2.13832, 
204.192, 4.61971, 1.21, 3.14159, 0.00038157, 0.000381743, 2.11852, 
204.224, 4.61824, 1.21, -3.14082, 0.00288157, 0.00288816, 2.11914, 
204.256, 4.61676, 1.21, -3.14141, 0.00538157, 0.00540384, 2.11977, 
204.288, 4.61528, 1.21, 3.14098, 0.00788157, 0.00792879, 2.12039, 
204.32, 4.61971, 1.21, 3.14159, 0.00038157, 0.000381741, 2.10092, 
204.352, 4.61824, 1.21, -3.14075, 0.00288157, 0.00288811, 2.10154, 
204.384, 4.61676, 1.21, 3.14153, 0.00538157, 0.00540366, 2.10217, 
204.416, 4.61528, 1.21, -3.1404, 0.00788157, 0.00792839, 2.10279, 
204.448, 4.61971, 1.21, -3.14159, 0.00038157, 0.00038174, 2.08364, 
204.48, 4.61824, 1.21, -3.14155, 0.00288157, 0.00288805, 2.08427, 
204.512, 4.61676, 1.21, -3.14145, 0.00538157, 0.00540348, 2.08489, 
204.544, 4.61528, 1.21, -3.14096, 0.00788157, 0.00792801, 2.08552, 
204.576, 4.61971, 1.21, -3.14159, 0.00038157, 0.000381739, 2.06668, 
204.608, 4.61824, 1.21, 3.14156, 0.00288157, 0.002888, 2.06731, 
204.64, 4.61676, 1.21, -3.14121, 0.00538157, 0.0054033, 2.06793, 
204.672, 4.61528, 1.21, -3.14041, 0.00788157, 0.00792763, 2.06856, 
204.704, 4.61971, 1.21, -3.14159, 0.00038157, 0.000381737, 2.05003, 
204.736, 4.61824, 1.21, -3.14095, 0.00288157, 0.00288795, 2.05066, 
204.768, 4.61676, 1.21, 3.14127, 0.00538157, 0.00540312, 2.05128, 
204.8, 4.61528, 1.21, 3.14071, 0.00788157, 0.00792726, 2.05191, 
204.832, 4.61971, 1.21, 3.14159, 0.00038157, 0.000381736, 2.03368, 
204.864, 4.61824, 1.21, -3.14141, 0.00288157, 0.0028879, 2.03431, 
204.896, 4.61676, 1.21, 3.1415, 0.00538157, 0.00540295, 2.03493, 
204.928, 4.61528, 1.21, 3.14105, 0.00788157, 0.0079269, 2.03556, 
204.96, 4.61971, 1.21, 3.14159, 0.00038157, 0.000381735, 2.01762, 
204.992, 4.61824, 1.21, -3.14142, 0.00288157, 0.00288785, 2.01825, 
205.024, 4.61676, 1.21, 3.14126, 0.00538157, 0.00540278, 2.01887, 
205.056, 4.61528, 1.21, 3.14054, 0.00788157, 0.00792654, 2.0195, 
205.088, 4.61971, 1.21, 3.14159, 0.00038157, 0.000381733, 2.00185, 
205.12, 4.61824, 1.21, 3.14106, 0.00288157, 0.0028878, 2.00247, 
205.152, 4.61676, 1.21, 3.13975, 0.00538157, 0.00540262, 2.0031, 
205.184, 4.61528, 1.21, 3.14043, 0.00788157, 0.00792619, 2.00372, 
205.216, 4.61971, 1.21, -3.14159, 0.00038157, 0.000381732, 1.98635, 
205.248, 4.61824, 1.21, 3.14129, 0.00288157, 0.00288775, 1.98697, 
205.28, 4.61676, 1.21, -3.14156, 0.00538157, 0.00540245, 1.9876, 
205.312, 4.61528, 1.21, -3.14089, 0.00788157, 0.00792584, 1.98822, 
205.344, 4.61971, 1.21, -3.14159, 0.00038157, 0.000381731, 1.97112, 
205.376, 4.61824, 1.21, 3.14128, 0.00288157, 0.0028877, 1.97175, 
205.408, 4.61676, 1.21, -3.14148, 0.00538157, 0.00540229, 1.97237, 
205.44, 4.61528, 1.21, -3.14052, 0.00788157, 0.0079255, 1.973, 
205.472, 4.61971, 1.21, -3.14159, 0.00038157, 0.00038173, 1.95616, 
205.504, 4.61824, 1.21, 3.1407, 0.00288157, 0.00288766, 1.95678, 
205.536, 4.61676, 1.21, 3.13942, 0.00538157, 0.00540213, 1.95741, 
205.568, 4.61528, 1.21001, 3.1395, 0.00788157, 0.00792517, 1.95803, 
205.6, 4.61971, 1.21, 3.14159, 0.00038157, 0.000381728, 1.94145, 
205.632, 4.61824, 1.21, 3.14099, 0.00288157, 0.00288761, 1.94207, 
205.664, 4.61676, 1.21, 3.14138, 0.00538157, 0.00540198, 1.9427, 
205.696, 4.61528, 1.21, 3.14062, 0.00788157, 0.00792484, 1.94332, 
205.728, 4.61971, 1.21, 3.14159, 0.00038157, 0.000381727, 1.92699, 
205.76, 4.61824, 1.21, -3.14037, 0.00288157, 0.00288757, 1.92762, 
205.792, 4.61676, 1.21, -3.14152, 0.00538157, 0.00540183, 1.92824, 
205.824, 4.61528, 1.21, 3.14047, 0.00788157, 0.00792452, 1.92887, 
205.856, 4.61971, 1.21, 3.14159, 0.00038157, 0.000381726, 1.91278, 
205.888, 4.61824, 1.21, 3.14071, 0.00288157, 0.00288752, 1.9134, 
205.92, 4.61676, 1.21, 3.14079, 0.00538157, 0.00540168, 1.91403, 
205.952, 4.61528, 1.21, 3.14115, 0.00788157, 0.0079242, 1.91465, 
205.984, 4.61971, 1.21, 3.14159, 0.00038157, 0.000381725, 1.8988, 
206.016, 4.61824, 1.21, -3.14146, 0.00288157, 0.00288748, 1.89943, 
206.048, 4.61676, 1.21, -3.14095, 0.00538157, 0.00540153, 1.90005, 
206.08, 4.61528, 1.21, -3.1405, 0.00788157, 0.00792389, 1.90068, 
206.112, 4.61971, 1.21, -3.14159, 0.00038157, 0.000381724, 1.88506, 
206.144, 4.61824, 1.21, -3.14107, 0.00288157, 0.00288743, 1.88569, 
206.176, 4.61676, 1.21, -3.13994, 0.00538157, 0.00540139, 1.88631, 
206.208, 4.61528, 1.21, -3.14035, 0.00788157, 0.00792358, 1.88694, 
206.24, 4.61971, 1.21, -3.14159, 0.00038157, 0.000381723, 1.87155, 
206.272, 4.61824, 1.21, -3.14021, 0.00288157, 0.00288739, 1.87218, 
206.304, 4.61676, 1.21, -3.13966, 0.00538157, 0.00540125, 1.8728, 
206.336, 4.61528, 1.20999, -3.13818, 0.00788157, 0.00792328, 1.87343, 
206.368, 4.61971, 1.21, -3.14159, 0.00038157, 0.000381722, 1.85826, 
206.4, 4.61824, 1.21, -3.14131, 0.00288157, 0.00288735, 1.85888, 
206.432, 4.61676, 1.21, -3.14052, 0.00538157, 0.00540111, 1.85951, 
206.464, 4.61528, 1.21, 3.14087, 0.00788157, 0.00792299, 1.86013, 
206.496, 4.61971, 1.21, 3.14159, 0.00038157, 0.000381721, 1.84518, 
206.528, 4.61824, 1.21, 3.14074, 0.00288157, 0.00288731, 1.84581, 
206.56, 4.61676, 1.21, 3.13963, 0.00538157, 0.00540097, 1.84643, 
206.592, 4.61528, 1.21001, 3.14014, 0.00788157, 0.0079227, 1.84706, 
206.624, 4.61971, 1.21, 3.14159, 0.00038157, 0.000381719, 1.83232, 
206.656, 4.61824, 1.21, -3.14146, 0.00288157, 0.00288727, 1.83295, 
206.688, 4.61676, 1.21, -3.14103, 0.00538157, 0.00540083, 1.83357, 
206.72, 4.61528, 1.21, 3.14081, 0.00788157, 0.00792241, 1.8342, 
206.752, 4.61971, 1.21, 3.14159, 0.00038157, 0.000381718, 1.81966, 
206.784, 4.61824, 1.21, 3.14133, 0.00288157, 0.00288723, 1.82029, 
206.816, 4.61676, 1.21, -3.14065, 0.00538157, 0.0054007, 1.82091, 
206.848, 4.61528, 1.21, -3.14119, 0.00788157, 0.00792213, 1.82154, 
206.88, 4.61971, 1.21, -3.14159, 0.00038157, 0.000381717, 1.80721, 
206.912, 4.61824, 1.21, -3.14049, 0.00288157, 0.00288719, 1.80784, 
206.944, 4.61676, 1.21, -3.14015, 0.00538157, 0.00540057, 1.80846, 
206.976, 4.61528, 1.21, -3.1402, 0.00788157, 0.00792185, 1.80909, 
207.008, 4.61971, 1.21, -3.14159, 0.00038157, 0.000381716, 1.79496, 
207.04, 4.61824, 1.21, 3.14095, 0.00288157, 0.00288715, 1.79558, 
207.072, 4.61676, 1.21, 3.14035, 0.00538157, 0.00540044, 1.79621, 
207.104, 4.61528, 1.21, 3.13978, 0.00788157, 0.00792158, 1.79683, 
207.136, 4.61971, 1.21, 3.14159, 0.00038157, 0.000381715, 1.78289, 
207.168, 4.61824, 1.21, 3.14112, 0.00288157, 0.00288712, 1.78352, 
207.2, 4.61676, 1.21, 3.14021, 0.00538157, 0.00540031, 1.78414, 
207.232, 4.61528, 1.21, 3.14039, 0.00788157, 0.00792131, 1.78477, 
207.264, 4.61971, 1.21, 3.14159, 0.00038157, 0.000381714, 1.77102, 
207.296, 4.61824, 1.21, -3.14151, 0.00288157, 0.00288708, 1.77164, 
207.328, 4.61676, 1.21, 3.14103, 0.00538157, 0.00540019, 1.77227, 
207.36, 4.61528, 1.21, 3.14113, 0.00788157, 0.00792104, 1.77289, 
207.392, 4.61971, 1.21, 3.14159, 0.00038157, 0.000381714, 1.75933, 
207.424, 4.61824, 1.21, -3.1414, 0.00288157, 0.00288704, 1.75995, 
207.456, 4.61676, 1.21, 3.14043, 0.00538157, 0.00540007, 1.76058, 
207.488, 4.61528, 1.21, -3.14153, 0.00788157, 0.00792078, 1.7612, 
207.52, 4.61971, 1.21, -3.14159, 0.00038157, 0.000381713, 1.74782, 
207.552, 4.61824, 1.21, -3.14141, 0.00288157, 0.00288701, 1.74845, 
207.584, 4.61676, 1.21, 3.14095, 0.00538157, 0.00539994, 1.74907, 
207.616, 4.61528, 1.21, 3.14064, 0.00788157, 0.00792053, 1.7497, 
207.648, 4.6138, 1.21, 3.14071, 0.0103816, 0.0104488, 1.75032, 
207.68, 4.61232, 1.21, 3.14084, 0.0128816, 0.0129846, 1.75095, 
207.712, 4.61084, 1.21001, 3.14038, 0.0153816, 0.0155282, 1.75157, 
207.744, 4.60937, 1.21001, 3.13982, 0.0178816, 0.0180793, 1.7522, 
207.776, 4.60789, 1.21001, 3.13961, 0.0203816, 0.0206382, 1.75282, 
207.808, 4.60641, 1.21001, 3.13835, 0.0228816, 0.0232047, 1.75345, 
207.84, 4.60493, 1.21002, 3.13774, 0.0253816, 0.0257789, 1.75407, 
207.872, 4.60345, 1.21002, 3.139, 0.0278816, 0.0283607, 1.7547, 
207.904, 4.60197, 1.21003, 3.13878, 0.0303816, 0.0309502, 1.75532, 
207.936, 4.6005, 1.21003, 3.13827, 0.0328816, 0.0335474, 1.75595, 
207.968, 4.59902, 1.21004, 3.13927, 0.0353816, 0.0361522, 1.75657, 
208, 4.59754, 1.21004, 3.13891, 0.0378816, 0.0387648, 1.7572, 
208.032, 4.59606, 1.21004, 3.13878, 0.0403816, 0.041385, 1.75782, 
208.064, 4.59458, 1.21005, 3.13854, 0.0428816, 0.0440129, 1.75845, 
208.096, 4.5931, 1.21005, 3.1372, 0.0453816, 0.0466484, 1.75907, 
208.128, 4.59162, 1.21006, 3.13655, 0.0478816, 0.0492917, 1.7597, 
208.16, 4.59015, 1.21007, 3.13675, 0.0503816, 0.0519426, 1.76032, 
208.192, 4.58867, 1.21008, 3.13723, 0.0528816, 0.0546013, 1.76095, 
208.224, 4.58719, 1.21008, 3.13834, 0.0553816, 0.0572676, 1.76157, 
208.256, 4.58571, 1.21009, 3.13937, 0.0578816, 0.0599417, 1.7622, 
208.288, 4.58423, 1.21009, 3.13945, 0.0603816, 0.0626234, 1.76282, 
208.32, 4.58275, 1.21009, 3.13995, 0.0628816, 0.0653129, 1.76345, 
208.352, 4.58128, 1.21009, 3.13996, 0.0653816, 0.06801, 1.76407, 
208.384, 4.5798, 1.2101, 3.13905, 0.0678816, 0.0707149, 1.7647, 
208.416, 4.57832, 1.2101, 3.13847, 0.0703816, 0.0734275, 1.76532, 
208.448, 4.57684, 1.21011, 3.13926, 0.0728816, 0.0761478, 1.76595, 
208.48, 4.57536, 1.21011, 3.13915, 0.0753816, 0.0788758, 1.76657, 
208.512, 4.57388, 1.21011, 3.13815, 0.0778816, 0.0816115, 1.7672, 
208.544, 4.57241, 1.21012, 3.1376, 0.0803816, 0.084355, 1.76782, 
208.576, 4.57093, 1.21012, 3.13802, 0.0828816, 0.0871061, 1.76845, 
208.608, 4.56945, 1.21013, 3.13888, 0.0853816, 0.089865, 1.76907, 
208.64, 4.56797, 1.21013, 3.13819, 0.0878816, 0.0926317, 1.7697, 
208.672, 4.56649, 1.21014, 3.13877, 0.0903816, 0.0954061, 1.77032, 
208.704, 4.56501, 1.21014, 3.13843, 0.0928816, 0.0981882, 1.77095, 
208.736, 4.56354, 1.21015, 3.13754, 0.0953816, 0.100978, 1.77157, 
208.768, 4.56206, 1.21015, 3.13779, 0.0978816, 0.103776, 1.7722, 
208.8, 4.56058, 1.21016, 3.13709, 0.100382, 0.106581, 1.77282, 
208.832, 4.5591, 1.21017, 3.13652, 0.102882, 0.109394, 1.77345, 
208.864, 4.55762, 1.21017, 3.13687, 0.105382, 0.112215, 1.77407, 
208.896, 4.55614, 1.21018, 3.13757, 0.107882, 0.115043, 1.7747, 
208.928, 4.55467, 1.21019, 3.13727, 0.110382, 0.11788, 1.77532, 
208.96, 4.55319, 1.21019, 3.1377, 0.112882, 0.120724, 1.77595, 
208.992, 4.55171, 1.2102, 3.13756, 0.115382, 0.123576, 1.77657, 
209.024, 4.55023, 1.2102, 3.13838, 0.117882, 0.126435, 1.7772, 
209.056, 4.54875, 1.21021, 3.13845, 0.120382, 0.129303, 1.77782, 
209.088, 4.54727, 1.21021, 3.13844, 0.122882, 0.132178, 1.77845, 
209.12, 4.54579, 1.21022, 3.13956, 0.125382, 0.135061, 1.77907, 
209.152, 4.54432, 1.21022, 3.14002, 0.127882, 0.137952, 1.7797, 
209.184, 4.54284, 1.21022, 3.14146, 0.130382, 0.14085, 1.78032, 
209.216, 4.54136, 1.21022, 3.1405, 0.132882, 0.143756, 1.78095, 
209.248, 4.53988, 1.21022, 3.13975, 0.135382, 0.146671, 1.78157, 
209.28, 4.5384, 1.21023, 3.13906, 0.137882, 0.149592, 1.7822, 
209.312, 4.53692, 1.21023, 3.13952, 0.140382, 0.152522, 1.78282, 
209.344, 4.53545, 1.21023, 3.13922, 0.142882, 0.155459, 1.78345, 
209.376, 4.53397, 1.21024, 3.13946, 0.145382, 0.158405, 1.78407, 
209.408, 4.53249, 1.21024, 3.14032, 0.147882, 0.161358, 1.7847, 
209.44, 4.53101, 1.21024, 3.14086, 0.150382, 0.164319, 1.78532, 
209.472, 4.52953, 1.21024, -3.14036, 0.152882, 0.167287, 1.78595, 
209.504, 4.52805, 1.21024, -3.13964, 0.155382, 0.170264, 1.78657, 
209.536, 4.52658, 1.21024, -3.13987, 0.157882, 0.173248, 1.7872, 
209.568, 4.5251, 1.21023, -3.14059, 0.160382, 0.17624, 1.78782, 
209.6, 4.52362, 1.21023, -3.13969, 0.162882, 0.17924, 1.78845, 
209.632, 4.52214, 1.21023, -3.14028, 0.165382, 0.182247, 1.78907, 
209.664, 4.52066, 1.21023, -3.1413, 0.167882, 0.185263, 1.7897, 
209.696, 4.51918, 1.21023, -3.14032, 0.170382, 0.188286, 1.79032, 
209.728, 4.5177, 1.21022, -3.13924, 0.172882, 0.191317, 1.79095, 
209.76, 4.51623, 1.21022, -3.13878, 0.175382, 0.194356, 1.79157, 
209.792, 4.51475, 1.21022, -3.13854, 0.177882, 0.197403, 1.7922, 
209.824, 4.51327, 1.21021, -3.13907, 0.180382, 0.200458, 1.79282, 
209.856, 4.51179, 1.21021, -3.13925, 0.182882, 0.20352, 1.79345, 
209.888, 4.51031, 1.21021, -3.13967, 0.185382, 0.206591, 1.79407, 
209.92, 4.50883, 1.2102, -3.13897, 0.187882, 0.209669, 1.7947, 
209.952, 4.50736, 1.2102, -3.13883, 0.190382, 0.212755, 1.79532, 
209.984, 4.50588, 1.21019, -3.13663, 0.192882, 0.215849, 1.79595, 
210.016, 4.5044, 1.21018, -3.13671, 0.195382, 0.21895, 1.79657, 
210.048, 4.50292, 1.21018, -3.13581, 0.197882, 0.22206, 1.7972, 
210.08, 4.50144, 1.21017, -3.13555, 0.200382, 0.225177, 1.79782, 
210.112, 4.49996, 1.21016, -3.13494, 0.202882, 0.228303, 1.79845, 
210.144, 4.49849, 1.21015, -3.13386, 0.205382, 0.231436, 1.79907, 
210.176, 4.49701, 1.21014, -3.13534, 0.207882, 0.234577, 1.7997, 
210.208, 4.49553, 1.21013, -3.13527, 0.210382, 0.237725, 1.80032, 
210.24, 4.49405, 1.21012, -3.13476, 0.212882, 0.240882, 1.80095, 
210.272, 4.49257, 1.21011, -3.1327, 0.215382, 0.244047, 1.80157, 
210.304, 4.49109, 1.21009, -3.13361, 0.217882, 0.247219, 1.8022, 
210.336, 4.48962, 1.21008, -3.13318, 0.220382, 0.250399, 1.80282, 
210.368, 4.48814, 1.21007, -3.13195, 0.222882, 0.253588, 1.80345, 
210.4, 4.48666, 1.21005, -3.13118, 0.225382, 0.256784, 1.80407, 
210.432, 4.48518, 1.21004, -3.13128, 0.227882, 0.259988, 1.8047, 
210.464, 4.4837, 1.21002, -3.13042, 0.230382, 0.263199, 1.80532, 
210.496, 4.48222, 1.21001, -3.13041, 0.232882, 0.266419, 1.80595, 
210.528, 4.48075, 1.20999, -3.13225, 0.235382, 0.269647, 1.80657, 
210.56, 4.47927, 1.20998, -3.1322, 0.237882, 0.272882, 1.8072, 
210.592, 4.47779, 1.20996, -3.13125, 0.240382, 0.276126, 1.80782, 
210.624, 4.47631, 1.20995, -3.13163, 0.242882, 0.279377, 1.80845, 
210.656, 4.47483, 1.20993, -3.13117, 0.245382, 0.282636, 1.80907, 
210.688, 4.47335, 1.20992, -3.13044, 0.247882, 0.285903, 1.8097, 
210.72, 4.47188, 1.2099, -3.13087, 0.250382, 0.289178, 1.81032, 
210.752, 4.4704, 1.20989, -3.13186, 0.252882, 0.292461, 1.81095, 
210.784, 4.46892, 1.20987, -3.13099, 0.255382, 0.295752, 1.81157, 
210.816, 4.46744, 1.20986, -3.13261, 0.257882, 0.299051, 1.8122, 
210.848, 4.46596, 1.20984, -3.13254, 0.260382, 0.302358, 1.81282, 
210.88, 4.46448, 1.20983, -3.13449, 0.262882, 0.305672, 1.81345, 
210.912, 4.46301, 1.20982, -3.13465, 0.265382, 0.308995, 1.81407, 
210.944, 4.46153, 1.20981, -3.13515, 0.267882, 0.312325, 1.8147, 
210.976, 4.46005, 1.2098, -3.13505, 0.270382, 0.315664, 1.81532, 
211.008, 4.45857, 1.20979, -3.13242, 0.272882, 0.31901, 1.81595, 
211.04, 4.45709, 1.20978, -3.13344, 0.275382, 0.322364, 1.81657, 
211.072, 4.45561, 1.20976, -3.13281, 0.277882, 0.325727, 1.8172, 
211.104, 4.45414, 1.20975, -3.133, 0.280382, 0.329097, 1.81782, 
211.136, 4.45266, 1.20974, -3.13321, 0.282882, 0.332475, 1.81845, 
